grid,percentages,land_use
3911,8.72,protected_areas
3912,8.61,protected_areas
3913,3.19,protected_areas
3914,2.22,protected_areas
3915,8.87,protected_areas
3916,9.08,protected_areas
3917,3.14,protected_areas
3918,2.49,protected_areas
3919,5.87,protected_areas
3920,7.12,protected_areas
3921,1.38,protected_areas
3922,2.53,protected_areas
3923,17.17,protected_areas
3924,8.19,protected_areas
3925,14.5,protected_areas
3926,1.13,protected_areas
3927,11.34,protected_areas
3928,7.31,protected_areas
3929,0.5,protected_areas
3930,7.86,protected_areas
3931,2.59,protected_areas
3932,6.15,protected_areas
3933,6.12,protected_areas
3934,0.01,protected_areas
3935,0.59,protected_areas
3936,19.64,protected_areas
3937,11.33,protected_areas
3938,0.92,protected_areas
3939,5.21,protected_areas
3940,5.43,protected_areas
3941,3.33,protected_areas
3942,2.13,protected_areas
3943,16.91,protected_areas
3944,54.23,protected_areas
3945,38.82,protected_areas
3946,36.8,protected_areas
3947,16.39,protected_areas
3948,10.88,protected_areas
3949,24.6,protected_areas
3950,1.81,protected_areas
3951,7.1,protected_areas
3952,15.27,protected_areas
3953,7.52,protected_areas
3954,2.67,protected_areas
4005,0.11,protected_areas
4006,1.18,protected_areas
4007,2.35,protected_areas
4008,3.33,protected_areas
4009,8.63,protected_areas
4010,7.17,protected_areas
4011,1.95,protected_areas
4012,5.17,protected_areas
4013,7,protected_areas
4014,8.76,protected_areas
4015,3.92,protected_areas
4016,5.86,protected_areas
4017,10.23,protected_areas
4018,22.2,protected_areas
4019,4.15,protected_areas
4020,12.96,protected_areas
4021,20.22,protected_areas
4022,4.27,protected_areas
4023,16.78,protected_areas
4024,10.17,protected_areas
4025,5.41,protected_areas
4026,1.54,protected_areas
4027,2.01,protected_areas
4028,10.51,protected_areas
4029,8.41,protected_areas
4030,3.62,protected_areas
4031,11.43,protected_areas
4032,4.29,protected_areas
4033,0.51,protected_areas
4034,0.33,protected_areas
4035,0.04,protected_areas
4036,1.38,protected_areas
4037,22.74,protected_areas
4038,4.01,protected_areas
4039,3.5,protected_areas
4040,3.91,protected_areas
4041,0.26,protected_areas
4042,4.31,protected_areas
4043,6.25,protected_areas
4044,1.26,protected_areas
4045,3.78,protected_areas
4046,1.25,protected_areas
4047,3.64,protected_areas
4048,2.38,protected_areas
4049,14.1,protected_areas
4050,7.13,protected_areas
4051,42.43,protected_areas
4052,43.39,protected_areas
4053,13.24,protected_areas
4054,1.16,protected_areas
4101,6.53,protected_areas
4102,26.35,protected_areas
4103,13.47,protected_areas
4104,8.14,protected_areas
4105,1.78,protected_areas
4106,0.5,protected_areas
4107,2.52,protected_areas
4108,11.97,protected_areas
4109,7.69,protected_areas
4110,3.07,protected_areas
4111,19.97,protected_areas
4112,1.6,protected_areas
4113,1.51,protected_areas
4114,4.41,protected_areas
4115,0.87,protected_areas
4116,3.26,protected_areas
4117,6.87,protected_areas
4118,79.89,protected_areas
4119,21.2,protected_areas
4120,8.21,protected_areas
4121,14.68,protected_areas
4122,5.46,protected_areas
4123,14.6,protected_areas
4124,2.62,protected_areas
4125,6.43,protected_areas
4126,0.38,protected_areas
4127,1.1,protected_areas
4128,1.41,protected_areas
4129,64.88,protected_areas
4130,7.28,protected_areas
4131,12.83,protected_areas
4132,3.44,protected_areas
4133,6.08,protected_areas
4134,4.64,protected_areas
4135,0.39,protected_areas
4136,2.08,protected_areas
4137,15.78,protected_areas
4138,33.28,protected_areas
4139,37.99,protected_areas
4140,37.09,protected_areas
4141,21.36,protected_areas
4142,24.97,protected_areas
4143,18.97,protected_areas
4144,6.47,protected_areas
4145,7.19,protected_areas
4146,2.58,protected_areas
4147,6.33,protected_areas
4148,4.86,protected_areas
4149,21.75,protected_areas
4150,36.76,protected_areas
4151,2.68,protected_areas
4152,19.89,protected_areas
4153,1.75,protected_areas
4154,0.12,protected_areas
4201,0.54,protected_areas
4202,9.15,protected_areas
4203,3.9,protected_areas
4204,13.88,protected_areas
4205,20.57,protected_areas
4206,15,protected_areas
4207,15.93,protected_areas
4208,9.36,protected_areas
4209,24.13,protected_areas
4210,4.1,protected_areas
4211,5.36,protected_areas
4212,1.44,protected_areas
4213,7.34,protected_areas
4214,4.82,protected_areas
4215,0.05,protected_areas
4216,3.06,protected_areas
4217,6.2,protected_areas
4218,14.89,protected_areas
4219,34.56,protected_areas
4220,15.29,protected_areas
4221,16.74,protected_areas
4222,7.15,protected_areas
4223,15.42,protected_areas
4224,14.22,protected_areas
4225,8.89,protected_areas
4226,0.2,protected_areas
4227,6.59,protected_areas
4228,38.04,protected_areas
4229,71.66,protected_areas
4230,20.69,protected_areas
4231,41.82,protected_areas
4232,12.87,protected_areas
4233,5.31,protected_areas
4234,1.88,protected_areas
4235,1,protected_areas
4236,3.84,protected_areas
4238,0.75,protected_areas
4239,11.89,protected_areas
4240,19.42,protected_areas
4241,0.94,protected_areas
4242,18.53,protected_areas
4243,5.02,protected_areas
4244,8.75,protected_areas
4245,4.11,protected_areas
4246,3.9,protected_areas
4247,9.03,protected_areas
4248,15.77,protected_areas
4249,13.61,protected_areas
4250,2.1,protected_areas
4251,3.5,protected_areas
4252,7.04,protected_areas
4253,1.43,protected_areas
4254,0.43,protected_areas
4302,0.25,protected_areas
4303,1.48,protected_areas
4304,17.35,protected_areas
4305,24.1,protected_areas
4306,15.84,protected_areas
4307,13.68,protected_areas
4308,6.48,protected_areas
4309,4.06,protected_areas
4310,7.92,protected_areas
4311,11.54,protected_areas
4312,3.98,protected_areas
4313,11.3,protected_areas
4314,13.93,protected_areas
4315,8.69,protected_areas
4316,5.74,protected_areas
4317,7.22,protected_areas
4318,1.99,protected_areas
4319,15.7,protected_areas
4320,10.4,protected_areas
4321,1.96,protected_areas
4322,15.37,protected_areas
4323,5.42,protected_areas
4324,6.15,protected_areas
4325,2.23,protected_areas
4326,5.05,protected_areas
4327,15.94,protected_areas
4328,12.41,protected_areas
4329,11.42,protected_areas
4330,14.3,protected_areas
4331,17.84,protected_areas
4332,18.55,protected_areas
4333,15.71,protected_areas
4334,2.56,protected_areas
4335,4.01,protected_areas
4336,3.82,protected_areas
4337,0.4,protected_areas
4338,1.41,protected_areas
4339,4.72,protected_areas
4340,6.21,protected_areas
4341,11.12,protected_areas
4342,14.34,protected_areas
4343,18.88,protected_areas
4344,25.61,protected_areas
4345,11.53,protected_areas
4346,6.83,protected_areas
4347,7.59,protected_areas
4348,3.04,protected_areas
4349,7.58,protected_areas
4350,2.03,protected_areas
4351,0.47,protected_areas
4352,9.32,protected_areas
4353,2.22,protected_areas
4354,1.75,protected_areas
4403,1.33,protected_areas
4404,7.74,protected_areas
4405,14.71,protected_areas
4406,11.71,protected_areas
4407,14.36,protected_areas
4408,3.47,protected_areas
4409,2.96,protected_areas
4410,7.56,protected_areas
4411,5.74,protected_areas
4412,3.15,protected_areas
4413,2.03,protected_areas
4414,2.3,protected_areas
4415,2.16,protected_areas
4416,7.29,protected_areas
4417,13.75,protected_areas
4418,3.29,protected_areas
4419,31.6,protected_areas
4420,5.47,protected_areas
4421,2.29,protected_areas
4422,3.91,protected_areas
4423,21.78,protected_areas
4424,6.7,protected_areas
4425,9.74,protected_areas
4426,32.33,protected_areas
4427,4.46,protected_areas
4428,23.41,protected_areas
4429,12.68,protected_areas
4430,17.26,protected_areas
4431,42.41,protected_areas
4432,16.22,protected_areas
4433,21.51,protected_areas
4434,13.55,protected_areas
4435,0.61,protected_areas
4436,1.99,protected_areas
4437,11.49,protected_areas
4438,0.8,protected_areas
4439,0.12,protected_areas
4440,8.15,protected_areas
4441,16.13,protected_areas
4442,32.6,protected_areas
4443,8.88,protected_areas
4444,15.2,protected_areas
4445,2.27,protected_areas
4446,18.9,protected_areas
4447,41.57,protected_areas
4448,14.57,protected_areas
4449,0.58,protected_areas
4450,11.32,protected_areas
4451,4.22,protected_areas
4452,3.49,protected_areas
4453,7.53,protected_areas
4454,6.53,protected_areas
4455,0.01,protected_areas
4503,3.51,protected_areas
4504,2.9,protected_areas
4505,2.04,protected_areas
4506,1.27,protected_areas
4507,2.89,protected_areas
4508,2.87,protected_areas
4509,3.09,protected_areas
4510,7.21,protected_areas
4511,5.23,protected_areas
4512,2.43,protected_areas
4513,27.49,protected_areas
4514,43.59,protected_areas
4515,29.21,protected_areas
4516,7.89,protected_areas
4517,19.86,protected_areas
4518,33.97,protected_areas
4519,7.91,protected_areas
4520,6.31,protected_areas
4521,7.54,protected_areas
4522,5.52,protected_areas
4523,17.24,protected_areas
4524,13.35,protected_areas
4525,6.94,protected_areas
4526,3.88,protected_areas
4527,3.38,protected_areas
4528,10.61,protected_areas
4529,11.58,protected_areas
4530,2.94,protected_areas
4531,7.45,protected_areas
4532,23.03,protected_areas
4533,4.29,protected_areas
4534,5.06,protected_areas
4535,3.9,protected_areas
4536,5.78,protected_areas
4537,12.24,protected_areas
4538,2.65,protected_areas
4539,12.46,protected_areas
4540,0.66,protected_areas
4541,14.6,protected_areas
4542,5.74,protected_areas
4543,3.18,protected_areas
4544,11.73,protected_areas
4545,13.2,protected_areas
4546,12.84,protected_areas
4547,13.92,protected_areas
4548,4.4,protected_areas
4549,6.8,protected_areas
4550,8.36,protected_areas
4551,9.18,protected_areas
4552,25.57,protected_areas
4553,11.88,protected_areas
4554,36.7,protected_areas
4555,54.84,protected_areas
4602,0.38,protected_areas
4603,14.47,protected_areas
4604,3.3,protected_areas
4605,7.35,protected_areas
4606,10.47,protected_areas
4607,12.17,protected_areas
4608,1.78,protected_areas
4609,2.24,protected_areas
4610,5.14,protected_areas
4611,5.34,protected_areas
4612,1.39,protected_areas
4613,8.36,protected_areas
4614,21.95,protected_areas
4615,26.14,protected_areas
4616,7.41,protected_areas
4617,6.05,protected_areas
4618,3.72,protected_areas
4619,1.09,protected_areas
4620,5.74,protected_areas
4621,12.08,protected_areas
4622,17.92,protected_areas
4623,2.63,protected_areas
4624,32.51,protected_areas
4625,27.31,protected_areas
4626,9.49,protected_areas
4627,1.92,protected_areas
4628,6.14,protected_areas
4629,5.15,protected_areas
4630,12.15,protected_areas
4631,35.62,protected_areas
4632,32.21,protected_areas
4633,9.97,protected_areas
4634,17.62,protected_areas
4635,4.59,protected_areas
4636,1.24,protected_areas
4637,8.74,protected_areas
4638,7.1,protected_areas
4639,18.48,protected_areas
4640,5.56,protected_areas
4641,4.69,protected_areas
4642,8.79,protected_areas
4643,4.31,protected_areas
4644,4.43,protected_areas
4645,17.39,protected_areas
4646,19.27,protected_areas
4647,1.26,protected_areas
4648,10.08,protected_areas
4649,50.1,protected_areas
4650,11.99,protected_areas
4651,17.01,protected_areas
4652,31.07,protected_areas
4653,33.45,protected_areas
4654,17.82,protected_areas
4655,15.67,protected_areas
4656,0.48,protected_areas
4702,16.27,protected_areas
4703,4.09,protected_areas
4704,5.33,protected_areas
4705,0.73,protected_areas
4706,3.13,protected_areas
4707,8.74,protected_areas
4708,7.82,protected_areas
4709,5.98,protected_areas
4710,1.78,protected_areas
4711,0.37,protected_areas
4712,0.66,protected_areas
4713,1.51,protected_areas
4714,1.83,protected_areas
4715,1.17,protected_areas
4716,14.37,protected_areas
4717,21,protected_areas
4718,3.81,protected_areas
4719,3.01,protected_areas
4720,12.33,protected_areas
4721,3.54,protected_areas
4722,6.79,protected_areas
4723,1.63,protected_areas
4724,29.33,protected_areas
4725,40.66,protected_areas
4726,30.87,protected_areas
4727,13.08,protected_areas
4728,4.73,protected_areas
4729,3.59,protected_areas
4730,1.99,protected_areas
4732,3.49,protected_areas
4733,26.12,protected_areas
4734,28.1,protected_areas
4735,7.93,protected_areas
4736,10.09,protected_areas
4737,2.77,protected_areas
4738,0,protected_areas
4739,4.43,protected_areas
4740,4.45,protected_areas
4741,6.77,protected_areas
4742,10.26,protected_areas
4743,3.39,protected_areas
4744,3.99,protected_areas
4745,3.07,protected_areas
4746,7.55,protected_areas
4747,6.56,protected_areas
4748,11.54,protected_areas
4749,11.23,protected_areas
4750,1.73,protected_areas
4751,3.99,protected_areas
4752,10.51,protected_areas
4753,22.66,protected_areas
4754,10.29,protected_areas
4755,3.73,protected_areas
4756,2.96,protected_areas
4802,6.36,protected_areas
4803,13.28,protected_areas
4804,2.59,protected_areas
4805,1.12,protected_areas
4806,7.99,protected_areas
4807,12.85,protected_areas
4808,8.19,protected_areas
4809,8.92,protected_areas
4810,7.34,protected_areas
4811,3.93,protected_areas
4812,9.55,protected_areas
4813,2.11,protected_areas
4814,2.26,protected_areas
4815,8.17,protected_areas
4816,32.35,protected_areas
4817,36.13,protected_areas
4818,7.75,protected_areas
4819,41.22,protected_areas
4820,22.09,protected_areas
4821,5.5,protected_areas
4822,5.72,protected_areas
4823,14.73,protected_areas
4824,19.42,protected_areas
4825,43.42,protected_areas
4826,25.04,protected_areas
4827,28.08,protected_areas
4828,42.89,protected_areas
4829,1.7,protected_areas
4830,1.76,protected_areas
4831,2.74,protected_areas
4832,4.11,protected_areas
4833,1.42,protected_areas
4834,0.27,protected_areas
4835,6.84,protected_areas
4836,13.43,protected_areas
4837,3.13,protected_areas
4838,0.18,protected_areas
4839,7.68,protected_areas
4840,2.88,protected_areas
4841,5.12,protected_areas
4842,6.61,protected_areas
4843,9.01,protected_areas
4844,6.54,protected_areas
4845,2.74,protected_areas
4846,10.73,protected_areas
4847,10.59,protected_areas
4848,6.71,protected_areas
4849,4.35,protected_areas
4850,5.83,protected_areas
4851,2.62,protected_areas
4852,1.04,protected_areas
4853,8.08,protected_areas
4854,6.61,protected_areas
4855,3.58,protected_areas
4856,0.95,protected_areas
4901,1.51,protected_areas
4902,2.94,protected_areas
4903,4.87,protected_areas
4905,0.19,protected_areas
4906,7.77,protected_areas
4907,7.68,protected_areas
4908,5.81,protected_areas
4909,8.9,protected_areas
4910,1.32,protected_areas
4911,0.72,protected_areas
4912,1.8,protected_areas
4913,4.81,protected_areas
4914,2.61,protected_areas
4915,17.72,protected_areas
4916,11.58,protected_areas
4917,16.62,protected_areas
4918,6.24,protected_areas
4919,3.05,protected_areas
4920,11.91,protected_areas
4921,2.59,protected_areas
4922,2.81,protected_areas
4923,0.87,protected_areas
4924,0.83,protected_areas
4925,11.85,protected_areas
4926,12.09,protected_areas
4927,6.48,protected_areas
4928,55.79,protected_areas
4929,10.2,protected_areas
4930,9.68,protected_areas
4931,0.96,protected_areas
4932,3.25,protected_areas
4933,12.41,protected_areas
4934,0.17,protected_areas
4935,2.36,protected_areas
4936,2.01,protected_areas
4937,0.62,protected_areas
4938,1.15,protected_areas
4939,3.15,protected_areas
4940,6.97,protected_areas
4941,8.45,protected_areas
4942,6.55,protected_areas
4943,4.68,protected_areas
4944,9.08,protected_areas
4945,9.47,protected_areas
4946,5.93,protected_areas
4947,6.19,protected_areas
4948,6.37,protected_areas
4949,4.91,protected_areas
4950,5.07,protected_areas
4951,7.18,protected_areas
4952,1.79,protected_areas
